internship_title,company_name,category,location,work_mode,start_date,duration,stipend,currency,stipend_type,payment_period,has_incentives,stipend_min,stipend_max,stipend_average,search_text
Data Analytics,Stirring Minds,Technology / Data,Delhi,On-site,Immediately,6 Months,S$ 93-133 /month,SGD,Paid Amount,Per Month,False,93.0,133.0,113.0,Data Analytics Stirring Minds Technology / Data Delhi On-site 6 Months Paid Amount SGD
Financial Analyst,Trade Brains,Finance / Accounting,Bangalore,On-site,Immediately,6 Months,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Financial Analyst Trade Brains Finance / Accounting Bangalore On-site 6 Months Paid Amount SGD
Social Media Marketing,Black Key Tunes LLP,Marketing / Sales,Mumbai,On-site,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing Black Key Tunes LLP Marketing / Sales Mumbai On-site 6 Months Paid Amount SGD
Video Editing,Sossal,Design / Creative,Kolkata,On-site,Immediately,6 Months,S$ 67-120 /month,SGD,Paid Amount,Per Month,False,67.0,120.0,93.5,Video Editing Sossal Design / Creative Kolkata On-site 6 Months Paid Amount SGD
Graphic Design,Jordiax Digital,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,Graphic Design Jordiax Digital Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Sales And Marketing,SuperK,Marketing / Sales,Mumbai,On-site,Immediately,6 Months,S$ 67 /month + Incentives,SGD,Paid Amount,Per Month,True,67.0,67.0,67.0,Sales And Marketing SuperK Marketing / Sales Mumbai On-site 6 Months Paid Amount SGD
Anchoring,Stars N Celebs,Other,Work From Home,Work From Home,Immediately,6 Months,"₹ 1,000 lump sum",INR,Paid Amount,Lump Sum,False,1000.0,1000.0,1000.0,Anchoring Stars N Celebs Other Work From Home Work From Home 6 Months Paid Amount INR
Accounting & Tally,Gandhi Institute For Education And Technology,Finance / Accounting,Bhubaneswar,On-site,Immediately,6 Months,S$ 40 /month,SGD,Paid Amount,Per Month,False,40.0,40.0,40.0,Accounting & Tally Gandhi Institute For Education And Technology Finance / Accounting Bhubaneswar On-site 6 Months Paid Amount SGD
Business Development (Sales),Littup,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Business Development (Sales) Littup Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Marketing,Rajmani Ventures,Marketing / Sales,Bangalore,On-site,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Marketing Rajmani Ventures Marketing / Sales Bangalore On-site 6 Months Paid Amount SGD
Python Development,Jewels Infotech,Technology / Data,Jaipur,On-site,Immediately,6 Months,S$ 67-160 /month,SGD,Paid Amount,Per Month,False,67.0,160.0,113.5,Python Development Jewels Infotech Technology / Data Jaipur On-site 6 Months Paid Amount SGD
Video Making/Editing,Kaif Mohamemd,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 40 /month,SGD,Paid Amount,Per Month,False,40.0,40.0,40.0,Video Making/Editing Kaif Mohamemd Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Sales Consultant,My Next Film Private Limited,Marketing / Sales,Chennai,On-site,Immediately,6 Months,S$ 27 /month + Incentives,SGD,Paid Amount,Per Month,True,27.0,27.0,27.0,Sales Consultant My Next Film Private Limited Marketing / Sales Chennai On-site 6 Months Paid Amount SGD
Customer Success,HappiMynd,Other,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Customer Success HappiMynd Other Work From Home Work From Home 6 Months Paid Amount SGD
Robot Design & Construction,RoboFun Lab Private Limited,Design / Creative,Surat,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Robot Design & Construction RoboFun Lab Private Limited Design / Creative Surat On-site 6 Months Paid Amount SGD
Digital Marketing,Grail Maker Innovations,Marketing / Sales,Hyderabad,On-site,Immediately,6 Months,S$ 93 /month + Incentives,SGD,Paid Amount,Per Month,True,93.0,93.0,93.0,Digital Marketing Grail Maker Innovations Marketing / Sales Hyderabad On-site 6 Months Paid Amount SGD
Swift Development,Sinplay Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,6 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Swift Development Sinplay Private Limited Technology / Data Work From Home Work From Home 6 Months Paid Amount SGD
Social Media Marketing,Ampleline,Marketing / Sales,Jaipur,On-site,Immediately,6 Months,S$ 106-200 /month,SGD,Paid Amount,Per Month,False,106.0,200.0,153.0,Social Media Marketing Ampleline Marketing / Sales Jaipur On-site 6 Months Paid Amount SGD
Social Media Marketing,HAGG Mill Store Private Limited,Marketing / Sales,Noida,On-site,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing HAGG Mill Store Private Limited Marketing / Sales Noida On-site 6 Months Paid Amount SGD
Digital Marketing,Big Guy Business Consulting Inc,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Digital Marketing Big Guy Business Consulting Inc Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Mobile App Development,Reubro International,Technology / Data,Kochi,On-site,Immediately,6 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,Mobile App Development Reubro International Technology / Data Kochi On-site 6 Months Paid Amount SGD
Human Resources (HR),Rankson Incorporation,HR / Admin / Operations,Pitampura,On-site,Immediately,6 Months,S$ 93 /month,SGD,Paid Amount,Per Month,False,93.0,93.0,93.0,Human Resources (HR) Rankson Incorporation HR / Admin / Operations Pitampura On-site 6 Months Paid Amount SGD
Digital Marketing,Xpert,Marketing / Sales,Kolkata,On-site,Immediately,6 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Digital Marketing Xpert Marketing / Sales Kolkata On-site 6 Months Paid Amount SGD
Law/Legal,Consumers Congress,Legal,Delhi,On-site,Immediately,6 Months,S$ 20-67 /month,SGD,Paid Amount,Per Month,False,20.0,67.0,43.5,Law/Legal Consumers Congress Legal Delhi On-site 6 Months Paid Amount SGD
Research,Jarvis Technology & Strategy Consulting,Other,Delhi,On-site,Immediately,6 Months,S$ 266 /month,SGD,Paid Amount,Per Month,False,266.0,266.0,266.0,Research Jarvis Technology & Strategy Consulting Other Delhi On-site 6 Months Paid Amount SGD
Video Making/Editing,Sudha Reddy,Design / Creative,Work From Home,Work From Home,Immediately,6 Months,S$ 67-200 /month,SGD,Paid Amount,Per Month,False,67.0,200.0,133.5,Video Making/Editing Sudha Reddy Design / Creative Work From Home Work From Home 6 Months Paid Amount SGD
Content Management,Patientlyours.,HR / Admin / Operations,Work From Home,Work From Home,Immediately,6 Months,"₹ 3,000 lump sum",INR,Paid Amount,Lump Sum,False,3000.0,3000.0,3000.0,Content Management Patientlyours. HR / Admin / Operations Work From Home Work From Home 6 Months Paid Amount INR
Human Resources (HR),People Konnect Private Limited,HR / Admin / Operations,Mumbai,On-site,Immediately,6 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Human Resources (HR) People Konnect Private Limited HR / Admin / Operations Mumbai On-site 6 Months Paid Amount SGD
Marketing,Datsme,Marketing / Sales,Work From Home,Work From Home,Immediately,6 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Marketing Datsme Marketing / Sales Work From Home Work From Home 6 Months Paid Amount SGD
Facebook Marketing,iWebbies Web Solution Private Limited,Marketing / Sales,Noida,On-site,Immediately,6 Months,S$ 160 /month,SGD,Paid Amount,Per Month,False,160.0,160.0,160.0,Facebook Marketing iWebbies Web Solution Private Limited Marketing / Sales Noida On-site 6 Months Paid Amount SGD
Quality Analysis & Quality Control,Solitaire Drugs And Pharma Private Limited (Food And Beverage Division),Other,Kashipur,On-site,Immediately,3 Months,S$ 27-67 /month,SGD,Paid Amount,Per Month,False,27.0,67.0,47.0,Quality Analysis & Quality Control Solitaire Drugs And Pharma Private Limited (Food And Beverage Division) Other Kashipur On-site 3 Months Paid Amount SGD
Digital Marketing,Ken Research,Marketing / Sales,Gurgaon,On-site,Immediately,3 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Digital Marketing Ken Research Marketing / Sales Gurgaon On-site 3 Months Paid Amount SGD
IT Recruitment,Wroots Global Private Limited,Design / Creative,Bangalore,On-site,Immediately,3 Months,S$ 106 /month,SGD,Paid Amount,Per Month,False,106.0,106.0,106.0,IT Recruitment Wroots Global Private Limited Design / Creative Bangalore On-site 3 Months Paid Amount SGD
Content Writing & Reviewing,ShortHills Tech Private Limited,Writing / Content,Gurgaon,On-site,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Content Writing & Reviewing ShortHills Tech Private Limited Writing / Content Gurgaon On-site 3 Months Paid Amount SGD
Social Media Marketing,ThinkMerit,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 27-67 /month,SGD,Paid Amount,Per Month,False,27.0,67.0,47.0,Social Media Marketing ThinkMerit Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Core PHP & Laravel Development,Flair Insights,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 27-40 /month,SGD,Paid Amount,Per Month,False,27.0,40.0,33.5,Core PHP & Laravel Development Flair Insights Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Web Development,"Bomb Consultancy (London, United Kingdom)",Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,"Web Development Bomb Consultancy (London, United Kingdom) Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD"
Mathematics Content Development,Lawtech,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 106-133 /month,SGD,Paid Amount,Per Month,False,106.0,133.0,119.5,Mathematics Content Development Lawtech Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Academic Counseling (Telecalling),Lawtech,Other,Work From Home,Work From Home,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Academic Counseling (Telecalling) Lawtech Other Work From Home Work From Home 3 Months Paid Amount SGD
Email Marketing,Lawtech,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 67-93 /month,SGD,Paid Amount,Per Month,False,67.0,93.0,80.0,Email Marketing Lawtech Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
PHP/Zoho Development,InsightCrew,Technology / Data,Chandigarh,On-site,Immediately,3 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,PHP/Zoho Development InsightCrew Technology / Data Chandigarh On-site 3 Months Paid Amount SGD
Social Media Marketing,INFINITIO TECHNOLOGY SOLUTIONS PRIVATE LIMITED,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Marketing INFINITIO TECHNOLOGY SOLUTIONS PRIVATE LIMITED Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
Fintech Java Dev,"Alphamolly (London, United Kingdom)",Technology / Data,Work From Home,Work From Home,Immediately,3 Months,£ 50 /month,GBP,Paid Amount,Per Month,False,50.0,50.0,50.0,"Fintech Java Dev Alphamolly (London, United Kingdom) Technology / Data Work From Home Work From Home 3 Months Paid Amount GBP"
Office Assistance (Travel Firm),Fiers Energy & Infrastructure Consultancy & Services Private Limited,HR / Admin / Operations,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Office Assistance (Travel Firm) Fiers Energy & Infrastructure Consultancy & Services Private Limited HR / Admin / Operations Work From Home Work From Home 3 Months Paid Amount SGD
Graphic Design (iPad Art),Lawtech,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,S$ 106-133 /month,SGD,Paid Amount,Per Month,False,106.0,133.0,119.5,Graphic Design (iPad Art) Lawtech Design / Creative Work From Home Work From Home 3 Months Paid Amount SGD
Subject Matter Expert (SME) (English),GEMA Education Technology Private Limited,Other,Work From Home,Work From Home,Immediately,3 Months,S$ 13 /month,SGD,Paid Amount,Per Month,False,13.0,13.0,13.0,Subject Matter Expert (SME) (English) GEMA Education Technology Private Limited Other Work From Home Work From Home 3 Months Paid Amount SGD
Video Editing,Tent N' Trails,Design / Creative,Work From Home,Work From Home,Immediately,3 Months,S$ 67-100 /month,SGD,Paid Amount,Per Month,False,67.0,100.0,83.5,Video Editing Tent N' Trails Design / Creative Work From Home Work From Home 3 Months Paid Amount SGD
AI Psychology,DeepThought Edutech Ventures Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,AI Psychology DeepThought Edutech Ventures Private Limited Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Product Management,DeepThought Edutech Ventures Private Limited,HR / Admin / Operations,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Product Management DeepThought Edutech Ventures Private Limited HR / Admin / Operations Work From Home Work From Home 3 Months Paid Amount SGD
Business Analytics,DeepThought Edutech Ventures Private Limited,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Business Analytics DeepThought Edutech Ventures Private Limited Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Business Innovation,DeepThought Edutech Ventures Private Limited,Other,Work From Home,Work From Home,Immediately,3 Months,S$ 27 /month,SGD,Paid Amount,Per Month,False,27.0,27.0,27.0,Business Innovation DeepThought Edutech Ventures Private Limited Other Work From Home Work From Home 3 Months Paid Amount SGD
Social Media Management & Content Writing,Swagsta,Marketing / Sales,Work From Home,Work From Home,Immediately,3 Months,S$ 67 /month,SGD,Paid Amount,Per Month,False,67.0,67.0,67.0,Social Media Management & Content Writing Swagsta Marketing / Sales Work From Home Work From Home 3 Months Paid Amount SGD
C++ Developer,"Akhilesh Gogikar (Houston, United States)",Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,"C++ Developer Akhilesh Gogikar (Houston, United States) Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD"
Business Development (Sales),Agnihotri Securities Ltd,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 60 /month + Incentives,SGD,Paid Amount,Per Month,True,60.0,60.0,60.0,Business Development (Sales) Agnihotri Securities Ltd Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Software Development,"Fylo (New York, United States)",Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,"Software Development Fylo (New York, United States) Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD"
Architecture,Anupam Kumar Architects,Other,Varanasi,On-site,Immediately,3 Months,S$ 133 /month,SGD,Paid Amount,Per Month,False,133.0,133.0,133.0,Architecture Anupam Kumar Architects Other Varanasi On-site 3 Months Paid Amount SGD
Operations Management,CipherSchools,HR / Admin / Operations,Chandigarh,On-site,Immediately,3 Months,S$ 133-200 /month,SGD,Paid Amount,Per Month,False,133.0,200.0,166.5,Operations Management CipherSchools HR / Admin / Operations Chandigarh On-site 3 Months Paid Amount SGD
Business Development (Sales),Quizzy,Technology / Data,Work From Home,Work From Home,Immediately,3 Months,S$ 200 /month,SGD,Paid Amount,Per Month,False,200.0,200.0,200.0,Business Development (Sales) Quizzy Technology / Data Work From Home Work From Home 3 Months Paid Amount SGD
Content Writing (eSports),FirstSportz,Writing / Content,Work From Home,Work From Home,Immediately,3 Months,S$ 80 /month,SGD,Paid Amount,Per Month,False,80.0,80.0,80.0,Content Writing (eSports) FirstSportz Writing / Content Work From Home Work From Home 3 Months Paid Amount SGD
Blogging,Addictive Media,Writing / Content,Work From Home,Work From Home,Immediately,3 Months,S$ 67-106 /month,SGD,Paid Amount,Per Month,False,67.0,106.0,86.5,Blogging Addictive Media Writing / Content Work From Home Work From Home 3 Months Paid Amount SGD
Optoelectronics,Sensorama Technologies LLP,Other,Mumbai,On-site,Immediately,3 Months,S$ 67-266 /month,SGD,Paid Amount,Per Month,False,67.0,266.0,166.5,Optoelectronics Sensorama Technologies LLP Other Mumbai On-site 3 Months Paid Amount SGD
